number,time,thscode,ths_future_code_future,ths_mini_chg_price_future,ths_contract_multiplier,ths_trade_deposit_future,ths_transaction_procedure_rate_future,ths_transaction_procedure_fee_future,ths_open_time_day_future,ths_close_time_day_future,ths_open_time_night_future,ths_close_time_night_future,ths_exchange_name_eng_future,
94,2023-11-13,URZL.CZC,URZL2,1.0000,20.0000,"6,159.4000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
95,2023-11-10,URZL.CZC,URZL2,1.0000,20.0000,"6,201.0000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
96,2023-11-09,URZL.CZC,URZL2,1.0000,20.0000,"6,208.8000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
97,2023-11-08,URZL.CZC,URZL2,1.0000,20.0000,"6,216.6000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
98,2023-11-07,URZL.CZC,URZL2,1.0000,20.0000,"4,896.0000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
99,2023-11-06,URZL.CZC,URZL2,1.0000,20.0000,"4,796.0000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
100,2023-11-03,URZL.CZC,URZL2,1.0000,20.0000,"4,786.0000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
101,2023-11-02,URZL.CZC,URZL2,1.0000,20.0000,"4,676.0000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
102,2023-11-01,URZL.CZC,URZL2,1.0000,20.0000,"4,690.0000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
103,2023-10-31,URZL.CZC,URZL2,1.0000,20.0000,"4,666.0000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
104,2023-10-30,URZL.CZC,URZL2,1.0000,20.0000,"4,666.0000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
105,2023-10-27,URZL.CZC,URZL2,1.0000,20.0000,"4,440.0000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
106,2023-10-26,URZL.CZC,URZL2,1.0000,20.0000,"4,420.0000",0.2000,5.0000,9:00:00,15:00:00,--,--,CZCE,
